Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
28-01-2025,08:19:18,BK609962,Success,C91563,eBike,Tollygunge,Barasat,140,135,null,null,No,null,400,Cash,2,3.6,3
28-01-2025,13:22:49,BK464509,Failed,C90798,Prime Plus,Ultadanga,Dunlop,null,null,null,null,null,null,175,null,0,null,null
02-01-2025,13:25:34,BK643584,Success,C80376,Auto,Howrah,Dumdum,null,null,Wrong Address,null,null,null,451,null,0,null,null
07-01-2025,08:09:24,BK685801,Success,C92187,eBike,Golf Green,College Street,null,null,null,null,null,null,127,null,0,null,null
19-01-2025,06:05:06,BK229572,Success,C30680,Prime Plus,BBD Bagh,Sinthi,224,110,null,null,No,null,483,Cash,21,4.7,3.9
30-01-2025,16:51:20,BK882426,Success,C79002,Prime Plus,Maniktala,New Town,49,45,null,null,No,null,135,UPI,7,4.3,3.5
29-01-2025,03:33:06,BK224519,Success,C47903,Auto,College Street,Ballygunge,84,120,null,null,No,null,418,UPI,37,4.5,3.9
02-01-2025,08:24:14,BK831477,Success,C63059,Prime Sedan,Sealdah,BBD Bagh,null,null,null,Customer related issue,null,null,907,null,0,null,null
08-01-2025,18:48:42,BK866283,Success,C61020,Prime Plus,Salt Lake,Bhawanipore,null,null,null,Customer related issue,null,null,468,null,0,null,null
12-01-2025,16:20:03,BK501302,Success,C83475,Prime Sedan,Burrabazar,Park Street,null,null,null,Customer was coughing/sick,null,null,128,null,0,null,null
05-01-2025,09:54:54,BK776798,Success,C81649,Prime Sedan,Gariahat,Jora Bridge,203,35,null,null,No,null,306,Cash,5,4.4,4.9
19-01-2025,07:21:41,BK851071,Success,C25092,Prime Sedan,Sinthi,Burrabazar,245,145,null,null,No,null,456,UPI,47,4.9,4.2
31-01-2025,17:02:41,BK689213,Failed,C98719,Prime Plus,Kidderpore,Gariahat,null,null,null,null,null,null,357,null,0,null,null
25-01-2025,05:59:15,BK383678,Failed,C34806,Bike,Gariahat,Dunlop,140,60,null,null,No,null,829,UPI,34,4.6,3.9
08-01-2025,23:04:07,BK436092,Success,C40427,Auto,Rashbehari,Madhyamgram,70,130,null,null,No,null,330,UPI,46,3.8,3.4
16-01-2025,20:36:10,BK840253,Success,C21440,Auto,Rajarhat,BBD Bagh,133,120,null,null,No,null,142,Cash,49,4.4,4.4
03-01-2025,11:51:02,BK117853,Failed,C25953,Bike,Esplanade,Alipore,301,100,null,null,No,null,2276,UPI,5,4,4.9
01-01-2025,01:08:55,BK838604,Success,C61330,Mini,Tollygunge,Garden Reach,154,65,null,null,Yes,Customer Demand,332,Cash,40,4.3,3
26-01-2025,01:45:51,BK144901,Failed,C15752,Prime SUV,Golf Green,Shalimar,210,60,null,null,No,null,103,UPI,42,4.5,3.9
23-01-2025,00:54:24,BK685284,Success,C14396,Prime Sedan,Kidderpore,Barasat,161,145,null,null,No,null,155,Cash,3,3.1,3.1
26-01-2025,15:12:38,BK810361,Success,C82219,Mini,Salt Lake,Kasba,140,85,null,null,No,null,379,UPI,18,3.8,3
15-01-2025,03:45:39,BK463004,Success,C39329,Prime Sedan,Naktala,Maniktala,259,135,null,null,No,null,843,Cash,7,4.4,3.5
12-01-2025,22:01:24,BK650312,Success,C34333,Prime Sedan,Lake Gardens,Bhawanipore,null,null,null,More than permitted people in there,null,null,118,null,0,null,null
27-01-2025,09:33:09,BK187832,Failed,C32033,Bike,Entally,Lake Gardens,42,60,null,null,No,null,285,Cash,20,4.7,3.6
19-01-2025,06:23:39,BK924236,Success,C91799,eBike,Salt Lake,Alipore,null,null,null,null,null,null,454,null,0,null,null
26-01-2025,06:28:29,BK590888,Success,C29833,Bike,Tollygunge,Rashbehari,null,null,null,Personal & Car related issue,null,null,243,null,0,null,null
07-01-2025,21:11:55,BK297341,Success,C53256,Prime Plus,Barasat,Maniktala,null,null,null,null,null,null,321,null,0,null,null
19-01-2025,00:46:13,BK530550,Failed,C30958,eBike,Garia,Sarat Bose Road,null,null,null,Customer related issue,null,null,604,null,0,null,null
19-01-2025,08:54:19,BK803772,Success,C88024,Bike,Sealdah,Bhawanipore,182,85,null,null,No,null,658,Cash,30,3.4,4.4
24-01-2025,01:15:02,BK433746,Success,C42922,Mini,Dharmatala,College Street,49,105,null,null,No,null,284,UPI,44,3.8,3.2
21-01-2025,23:45:03,BK408686,Success,C64552,eBike,Bowbazar,BBD Bagh,35,100,null,null,No,null,139,UPI,47,3.1,4.4
22-01-2025,19:50:54,BK605024,Failed,C74777,Prime SUV,BBD Bagh,Gariahat,126,60,null,null,No,null,334,Cash,12,4.9,4.6
04-01-2025,21:53:26,BK595318,Failed,C75624,Prime SUV,Burrabazar,Moulali,null,null,null,Customer was coughing/sick,null,null,210,null,0,null,null
13-01-2025,18:30:25,BK581754,Success,C77820,Prime Plus,Chowringhee,Kasba,null,null,null,Personal & Car related issue,null,null,425,null,0,null,null
13-01-2025,19:34:00,BK670581,Failed,C69286,Prime Plus,Bowbazar,Salt Lake,null,null,null,More than permitted people in there,null,null,965,null,0,null,null
19-01-2025,20:23:28,BK667058,Success,C36997,Prime SUV,Ultadanga,Dumdum,null,null,Driver asked to cancel,null,null,null,948,null,0,null,null
05-01-2025,22:35:52,BK771796,Success,C38596,Prime SUV,Baguiati,Moulali,null,null,Driver asked to cancel,null,null,null,234,null,0,null,null
13-01-2025,23:40:45,BK585705,Success,C44174,Prime SUV,Hazra,Bhawanipore,217,40,null,null,No,null,223,UPI,42,4.3,3.9
11-01-2025,07:27:02,BK585215,Success,C74501,Prime Plus,Bowbazar,Rajarhat,84,130,null,null,No,null,893,Cash,47,3.3,4.4
15-01-2025,11:22:42,BK472947,Success,C61881,Prime Plus,Dunlop,New Town,203,30,null,null,No,null,743,Cash,7,4.4,4.3
21-01-2025,03:20:02,BK889322,Failed,C99606,eBike,Golf Green,Sonarpur,null,null,null,Personal & Car related issue,null,null,507,null,0,null,null
10-01-2025,00:26:53,BK889643,Failed,C85418,Auto,Tollygunge,Garia,203,140,null,null,No,null,610,Cash,1,4,3.8
30-01-2025,13:04:34,BK107356,Success,C34922,Auto,Lake Town,Lake Gardens,126,75,null,null,No,null,619,Cash,14,3,3.9
22-01-2025,20:03:31,BK824288,Failed,C51936,Mini,Lake Gardens,Moulali,287,70,null,null,No,null,968,UPI,13,4.8,3.7
18-01-2025,09:27:38,BK904279,Failed,C38885,Bike,Dharmatala,Patuli,245,105,null,null,No,null,810,UPI,8,3.4,3.9
26-01-2025,23:17:18,BK110632,Failed,C62504,Prime Plus,Jora Bridge,Barasat,77,120,null,null,No,null,443,Cash,25,3.5,4.7
21-01-2025,19:37:38,BK340931,Failed,C87390,Prime Sedan,BBD Bagh,Shyambazar,77,145,null,null,No,null,126,UPI,19,3.3,4
15-01-2025,15:06:47,BK264354,Success,C22576,Prime Sedan,Kalighat,Kidderpore,210,100,null,null,No,null,874,Cash,30,4.2,4.6
17-01-2025,11:10:32,BK443303,Success,C90928,eBike,Garden Reach,Kasba,null,null,Change of plans,null,null,null,357,null,0,null,null
12-01-2025,07:45:50,BK552966,Failed,C44697,eBike,Tollygunge,Sinthi,133,55,null,null,No,null,111,UPI,1,4.6,4.7
26-01-2025,03:13:03,BK469776,Failed,C70879,Prime Plus,Dumdum,Metiabruz,189,140,null,null,No,null,195,Credit Card,37,3.1,4.1
09-01-2025,11:46:20,BK938739,Failed,C57190,Auto,Dunlop,Naktala,null,null,null,null,null,null,279,null,0,null,null
25-01-2025,06:58:16,BK836568,Success,C23779,Prime Plus,Shalimar,Esplanade,null,null,null,Personal & Car related issue,null,null,491,null,0,null,null
21-01-2025,10:25:28,BK529757,Success,C70846,Bike,Moulali,Park Street,null,null,null,null,null,null,369,null,0,null,null
05-01-2025,19:32:11,BK296777,Failed,C32582,Auto,Barasat,Ultadanga,null,null,null,Personal & Car related issue,null,null,1202,null,0,null,null
11-01-2025,20:55:25,BK273076,Success,C92964,eBike,Hazra,Rajarhat,294,145,null,null,No,null,197,Credit Card,29,3.2,3.7
14-01-2025,06:32:50,BK262626,Success,C24870,Auto,Entally,Jadavpur,null,null,null,Customer was coughing/sick,null,null,462,null,0,null,null
18-01-2025,20:34:57,BK832329,Success,C91910,Prime Plus,Kidderpore,College Street,null,null,null,Personal & Car related issue,null,null,184,null,0,null,null
23-01-2025,22:38:22,BK955273,Success,C21411,Prime SUV,Sinthi,Naktala,84,145,null,null,No,null,837,UPI,36,4.3,4.7
20-01-2025,17:59:51,BK640675,Failed,C34827,Prime Sedan,BBD Bagh,Bhawanipore,null,null,null,Personal & Car related issue,null,null,281,null,0,null,null
01-01-2025,17:57:09,BK603257,Failed,C39845,Prime Sedan,Maniktala,Dumdum,273,110,null,null,No,null,292,UPI,21,4.8,3.3
06-01-2025,16:20:14,BK386891,Success,C52631,eBike,Chowringhee,Jora Bridge,null,null,null,Personal & Car related issue,null,null,977,null,0,null,null
23-01-2025,01:29:10,BK137093,Success,C71727,Prime Sedan,Lake Gardens,Garden Reach,null,null,null,Customer related issue,null,null,307,null,0,null,null
10-01-2025,04:02:03,BK607362,Success,C11848,Prime SUV,Sarat Bose Road,Gariahat,null,null,null,null,null,null,1390,null,0,null,null
31-01-2025,09:13:01,BK567298,Success,C70383,Prime Plus,Hazra,Behala,49,90,null,null,No,null,2230,Cash,16,3.5,4.6
19-01-2025,06:01:46,BK776375,Success,C24830,Prime Plus,Dharmatala,Alipore,84,135,null,null,No,null,256,UPI,18,4.2,4
04-01-2025,19:30:08,BK313599,Success,C62435,Mini,Golf Green,Rashbehari,null,null,null,Customer related issue,null,null,2969,null,0,null,null
31-01-2025,10:29:33,BK734253,Success,C26633,Mini,Hazra,Moulali,null,null,Driver asked to cancel,null,null,null,196,null,0,null,null
16-01-2025,10:32:57,BK161626,Failed,C29990,eBike,Dharmatala,Hazra,70,85,null,null,No,null,392,Cash,5,4.5,3.4
20-01-2025,15:57:23,BK332561,Success,C61274,Mini,BBD Bagh,Moulali,63,130,null,null,No,null,190,Cash,41,4.1,3.6
16-01-2025,21:43:28,BK209502,Failed,C79752,Prime Sedan,Ultadanga,Dumdum,196,65,null,null,No,null,318,Cash,33,3.7,3.8
02-01-2025,04:48:27,BK362255,Success,C98821,Prime SUV,Behala,BBD Bagh,null,null,null,Customer related issue,null,null,193,null,0,null,null
21-01-2025,04:03:18,BK612671,Success,C89118,Prime Sedan,Dunlop,Dharmatala,133,75,null,null,Yes,Customer Demand,253,UPI,45,4.5,4.2
15-01-2025,14:04:01,BK378263,Failed,C29651,Bike,Kidderpore,Garden Reach,245,125,null,null,No,null,724,Cash,37,4.2,4.4
22-01-2025,02:07:47,BK193689,Success,C97599,Prime SUV,Lake Town,Metiabruz,null,null,null,More than permitted people in there,null,null,266,null,0,null,null
25-01-2025,19:23:33,BK775407,Success,C80714,Prime SUV,BBD Bagh,Barasat,null,null,null,null,null,null,230,null,0,null,null
13-01-2025,06:01:51,BK126985,Success,C64187,Auto,College Street,Garden Reach,null,null,null,null,null,null,275,null,0,null,null
16-01-2025,23:55:15,BK511589,Success,C58446,Auto,Kidderpore,Naktala,105,105,null,null,No,null,245,UPI,6,4.5,4.1
20-01-2025,19:40:09,BK141141,Success,C51887,Prime Sedan,Chowringhee,Dunlop,null,null,null,Customer related issue,null,null,280,null,0,null,null
04-01-2025,11:50:08,BK173983,Failed,C32060,eBike,Bhawanipore,Lake Gardens,105,110,null,null,No,null,339,UPI,21,4.2,4.9
18-01-2025,05:14:51,BK222297,Failed,C42599,Auto,Garden Reach,Bhawanipore,273,25,null,null,No,null,465,Cash,41,4,4.8
12-01-2025,04:11:08,BK984202,Success,C44341,Bike,Sealdah,Patuli,null,null,Driver is not moving towards pickup location,null,null,null,230,null,0,null,null
07-01-2025,23:36:17,BK430813,Failed,C61882,Mini,Salt Lake,Baguiati,77,30,null,null,No,null,644,UPI,5,3.8,3.8
03-01-2025,09:23:09,BK450313,Failed,C34576,Auto,Bhawanipore,Bowbazar,287,30,null,null,No,null,139,Cash,9,3.2,3.5
23-01-2025,20:12:06,BK302568,Success,C46343,Prime SUV,Garia,Lake Town,null,null,Driver asked to cancel,null,null,null,468,null,0,null,null
28-01-2025,02:34:25,BK991356,Success,C29891,Bike,Jora Bridge,Sonarpur,null,null,Driver asked to cancel,null,null,null,407,null,0,null,null
10-01-2025,00:07:18,BK969699,Failed,C41620,Prime Plus,Garia,Shalimar,105,70,null,null,No,null,968,UPI,9,4.9,4
19-01-2025,09:14:40,BK715902,Success,C93622,eBike,Burrabazar,Dharmatala,null,null,null,More than permitted people in there,null,null,2875,null,0,null,null
16-01-2025,02:04:48,BK151833,Failed,C73838,Prime SUV,Madhyamgram,Dharmatala,null,null,null,Customer related issue,null,null,340,null,0,null,null
17-01-2025,00:03:32,BK786758,Failed,C36673,Mini,Naktala,Kasba,null,null,null,More than permitted people in there,null,null,458,null,0,null,null
27-01-2025,18:06:22,BK271808,Failed,C47859,eBike,Kankurgachi,Alipore,77,95,null,null,No,null,285,UPI,46,3.3,3.1
26-01-2025,17:25:25,BK196234,Success,C47428,eBike,Sonarpur,Jora Bridge,null,null,null,null,null,null,469,null,0,null,null
07-01-2025,22:25:28,BK561615,Failed,C73063,Mini,Moulali,Salt Lake,91,110,null,null,No,null,117,Cash,34,3.5,3.2
05-01-2025,21:12:46,BK667999,Success,C31525,Prime Plus,Howrah,Sarat Bose Road,null,null,Wrong Address,null,null,null,417,null,0,null,null
15-01-2025,22:24:59,BK335979,Failed,C11381,Prime Sedan,Behala,Dunlop,294,70,null,null,No,null,106,Cash,10,3.3,4.2
30-01-2025,08:55:31,BK615512,Success,C23911,eBike,Barasat,Shalimar,null,null,null,null,null,null,332,null,0,null,null
03-01-2025,01:23:08,BK410981,Failed,C77302,Prime Sedan,New Town,Burrabazar,null,null,Driver asked to cancel,null,null,null,657,null,0,null,null
02-01-2025,14:37:40,BK599785,Success,C89075,Prime Sedan,Bhawanipore,Garden Reach,null,null,null,More than permitted people in there,null,null,447,null,0,null,null
06-01-2025,05:15:42,BK872720,Success,C32302,Mini,Sarat Bose Road,Baguiati,70,140,null,null,No,null,169,Cash,44,3.7,3.6
01-01-2025,16:21:15,BK381630,Failed,C61706,Bike,Esplanade,College Street,126,115,null,null,No,null,889,UPI,47,4.2,3.8
07-01-2025,09:12:39,BK643629,Success,C79679,Prime Plus,Kidderpore,Ultadanga,null,null,null,null,null,null,178,null,0,null,null
07-01-2025,00:05:05,BK801971,Success,C96221,Bike,Madhyamgram,Ballygunge,null,null,null,Customer related issue,null,null,142,null,0,null,null
11-01-2025,21:03:40,BK706519,Success,C54518,Auto,Sarat Bose Road,Behala,null,null,Change of plans,null,null,null,152,null,0,null,null
09-01-2025,00:13:27,BK769706,Failed,C78257,Prime Plus,Salt Lake,Ultadanga,105,45,null,null,No,null,1069,Cash,44,4,3.4
18-01-2025,06:41:39,BK335413,Success,C97612,eBike,Moulali,Shyambazar,210,55,null,null,No,null,677,UPI,37,3.3,3.5
11-01-2025,10:39:14,BK985920,Failed,C37983,Auto,Metiabruz,Burrabazar,null,null,null,Customer related issue,null,null,2735,null,0,null,null
20-01-2025,15:55:49,BK443242,Success,C26456,Auto,Metiabruz,New Town,91,125,null,null,No,null,329,Cash,14,4.6,4.9
24-01-2025,04:11:48,BK802072,Success,C77902,eBike,Jora Bridge,Madhyamgram,112,120,null,null,No,null,479,Cash,19,3.1,4.6
24-01-2025,09:35:46,BK452307,Failed,C79057,Mini,Sarat Bose Road,Sonarpur,null,null,null,Customer related issue,null,null,273,null,0,null,null
11-01-2025,00:10:01,BK128637,Success,C91523,Prime Plus,Jora Bridge,Dunlop,63,100,null,null,No,null,368,UPI,36,3.4,4.1
14-01-2025,15:31:12,BK385425,Failed,C23755,Mini,Hazra,Lake Town,null,null,null,Customer was coughing/sick,null,null,380,null,0,null,null
23-01-2025,05:06:53,BK487185,Success,C39207,Prime SUV,Alipore,Ultadanga,98,70,null,null,No,null,355,UPI,35,4.8,4.9
21-01-2025,00:46:15,BK253853,Success,C12074,eBike,Metiabruz,Lake Gardens,182,85,null,null,No,null,182,UPI,25,3.4,4.4
20-01-2025,02:10:56,BK553269,Success,C42493,Mini,Tollygunge,Baguiati,196,30,null,null,No,null,118,Cash,43,4.7,3.9
12-01-2025,04:51:51,BK220153,Success,C29410,Prime Plus,Kankurgachi,Baguiati,null,null,Driver asked to cancel,null,null,null,976,null,0,null,null
03-01-2025,10:22:29,BK599547,Failed,C57117,Mini,Dharmatala,Sinthi,308,90,null,null,No,null,482,Cash,6,4.7,4.7
22-01-2025,07:08:19,BK880940,Failed,C15739,Mini,Bhawanipore,Barasat,259,115,null,null,No,null,399,Cash,1,4.4,4.8
24-01-2025,12:35:37,BK772219,Failed,C95781,Prime Plus,Jadavpur,Hazra,273,80,null,null,No,null,732,Cash,13,3.3,4.3
16-01-2025,00:10:24,BK124239,Failed,C18183,Prime SUV,Bowbazar,Rashbehari,259,140,null,null,No,null,2286,Cash,13,3.6,3.3
06-01-2025,12:19:55,BK538980,Success,C54389,Bike,Chowringhee,New Town,null,null,null,Personal & Car related issue,null,null,215,null,0,null,null
26-01-2025,14:28:01,BK748219,Success,C46866,Prime Sedan,Patuli,Hazra,259,95,null,null,No,null,1089,Cash,47,3.2,4.3
23-01-2025,01:17:13,BK747364,Success,C21463,Mini,Naktala,Tollygunge,null,null,Driver is not moving towards pickup location,null,null,null,227,null,0,null,null
21-01-2025,14:32:08,BK399664,Failed,C11337,Prime SUV,Naktala,Madhyamgram,null,null,null,Customer related issue,null,null,637,null,0,null,null
03-01-2025,19:56:55,BK731538,Failed,C22408,Auto,Shalimar,Sinthi,null,null,null,Customer related issue,null,null,913,null,0,null,null
19-01-2025,22:30:58,BK855951,Success,C71759,Auto,Gariahat,Maniktala,35,50,null,null,No,null,266,UPI,16,4.8,3.6
25-01-2025,12:44:50,BK899628,Success,C89834,Prime Plus,Gariahat,Madhyamgram,210,35,null,null,No,null,326,Cash,43,4.5,4.7
18-01-2025,03:27:16,BK191603,Success,C47642,Mini,Hazra,Kasba,null,null,null,Customer related issue,null,null,130,null,0,null,null
15-01-2025,00:37:41,BK272865,Success,C35814,eBike,Shalimar,Lake Gardens,null,null,Driver is not moving towards pickup location,null,null,null,321,null,0,null,null
03-01-2025,23:01:02,BK148317,Success,C77021,Mini,Burrabazar,Dunlop,null,null,null,null,null,null,332,null,0,null,null
01-01-2025,21:15:45,BK271125,Success,C64379,Prime Plus,Kidderpore,Madhyamgram,null,null,null,Personal & Car related issue,null,null,421,null,0,null,null
06-01-2025,20:40:34,BK675736,Failed,C79310,Prime Sedan,Golf Green,Patuli,126,30,null,null,No,null,362,Cash,47,3.3,3.3
02-01-2025,11:45:51,BK418009,Success,C41966,Auto,Baguiati,Rashbehari,null,null,null,null,null,null,162,null,0,null,null
23-01-2025,23:01:11,BK912821,Failed,C93753,Prime Plus,Shyambazar,Lake Gardens,259,115,null,null,No,null,164,Cash,24,3.4,3.7
02-01-2025,08:56:38,BK892186,Success,C76611,Bike,Jadavpur,Ballygunge,null,null,Change of plans,null,null,null,306,null,0,null,null
28-01-2025,09:00:42,BK411260,Success,C67384,eBike,Esplanade,Park Street,84,120,null,null,No,null,546,Cash,2,4.8,4.9
02-01-2025,09:45:21,BK104670,Success,C30923,Prime Sedan,Kankurgachi,New Town,null,null,null,null,null,null,472,null,0,null,null
05-01-2025,12:35:53,BK759502,Success,C48877,Mini,Esplanade,Sarat Bose Road,null,null,null,null,null,null,463,null,0,null,null
08-01-2025,23:36:04,BK719853,Success,C73766,Bike,Esplanade,Patuli,84,80,null,null,No,null,658,Cash,31,4.2,3.4
27-01-2025,11:29:20,BK968820,Failed,C81968,Bike,Bhawanipore,Kalighat,210,45,null,null,No,null,119,UPI,14,4,3.4
02-01-2025,02:35:58,BK459802,Failed,C87702,Prime SUV,Jadavpur,Howrah,77,50,null,null,No,null,462,Cash,45,3.7,3.7
16-01-2025,09:34:23,BK274339,Success,C59917,Prime Sedan,Baguiati,Ultadanga,null,null,null,Customer was coughing/sick,null,null,109,null,0,null,null
02-01-2025,03:46:02,BK517086,Success,C78113,Prime Sedan,Garden Reach,Sinthi,147,65,null,null,No,null,939,Cash,47,4.4,4.8
04-01-2025,15:04:54,BK929350,Failed,C82900,Prime Sedan,Kalighat,Metiabruz,224,115,null,null,No,null,246,Cash,15,4.1,4.4
22-01-2025,20:35:27,BK715174,Failed,C73223,Auto,Kasba,Burrabazar,null,null,null,Customer related issue,null,null,1156,null,0,null,null
07-01-2025,23:51:27,BK860439,Failed,C36436,Bike,Golf Green,Shalimar,null,null,null,Personal & Car related issue,null,null,419,null,0,null,null
09-01-2025,04:55:54,BK637764,Failed,C58101,Prime SUV,Sealdah,Dunlop,273,105,null,null,No,null,1556,Cash,21,4.6,4
25-01-2025,00:51:12,BK490074,Success,C51510,eBike,Alipore,Burrabazar,133,70,null,null,No,null,347,Cash,45,4.5,4.2
02-01-2025,06:37:20,BK776918,Success,C22982,Prime SUV,Golf Green,Lake Gardens,217,75,null,null,No,null,232,Cash,4,4.8,4.1
06-01-2025,16:55:22,BK288367,Success,C38987,eBike,Jora Bridge,Ballygunge,161,60,null,null,No,null,118,Cash,20,3.3,4.6
05-01-2025,15:39:53,BK441143,Failed,C56178,eBike,Sonarpur,Madhyamgram,56,125,null,null,No,null,345,Cash,11,4.4,3.7
29-01-2025,06:43:39,BK856538,Success,C48008,Prime SUV,Kidderpore,Bhawanipore,77,50,null,null,No,null,426,Cash,32,3.3,4.2
17-01-2025,21:10:51,BK351522,Failed,C37634,Auto,BBD Bagh,Dumdum,null,null,null,Personal & Car related issue,null,null,460,null,0,null,null
27-01-2025,05:20:52,BK931006,Success,C66259,Prime Plus,Lake Town,Alipore,77,55,null,null,No,null,312,UPI,15,3.7,4.5
22-01-2025,13:01:55,BK631225,Success,C57860,Prime SUV,Dunlop,Madhyamgram,null,null,Driver asked to cancel,null,null,null,188,null,0,null,null
19-01-2025,01:57:08,BK605969,Failed,C92783,eBike,Barasat,Burrabazar,133,125,null,null,No,null,321,Credit Card,49,4.8,4.4
12-01-2025,21:14:38,BK291627,Success,C79750,Prime Sedan,Entally,Dharmatala,175,115,null,null,No,null,267,Cash,17,4.2,4.1
17-01-2025,08:43:08,BK102141,Success,C10983,Mini,Lake Town,Park Street,119,140,null,null,No,null,281,UPI,45,4.1,3.1
05-01-2025,20:36:54,BK446229,Success,C73624,eBike,BBD Bagh,New Town,null,null,null,null,null,null,418,null,0,null,null
18-01-2025,18:48:15,BK638828,Success,C72908,eBike,Sonarpur,Jora Bridge,49,135,null,null,No,null,2158,Cash,9,3.1,4.8
08-01-2025,21:38:08,BK565265,Failed,C13912,Mini,Howrah,Alipore,259,130,null,null,No,null,2501,Cash,15,3.9,3.2
21-01-2025,22:04:45,BK435982,Success,C74487,Bike,Kalighat,Garia,null,null,null,null,null,null,550,null,0,null,null
31-01-2025,20:20:56,BK583651,Failed,C42110,Auto,Patuli,Belgachia,147,80,null,null,No,null,468,Cash,19,3.1,4.9
22-01-2025,17:51:13,BK891590,Success,C56066,eBike,Gariahat,Rajarhat,182,110,null,null,No,null,987,UPI,49,5,3.9
07-01-2025,21:30:21,BK118433,Failed,C68355,Prime Sedan,Kankurgachi,Shalimar,140,100,null,null,No,null,380,Cash,5,4,3.1
28-01-2025,21:08:44,BK610904,Success,C34705,Prime Plus,Lake Gardens,Kalighat,126,60,null,null,No,null,2394,UPI,10,4.3,3.8
